"","X","CustomerID","Spend","Bills","Visits","Qty","FreeQty","FPD","LPD","ATV","ABS","APP","CUTLERY_spend","CUTLERy_bills","DL_spend","DL_bills","DAILYUSE_spend","DAILYUSE_bills","HOD_spend","HOD_bills","ACC_spend","ACC_bills","FURN_spend","FURN_bills","STATIONARY_spend","STATIONARY_bills","Game_spend","Game_bills","BATH_spend","BATH_bills","UK_geo_purchaser","as.factor(k_P6$cluster)","as.factor(k_P6$cluster)","as.factor(k_P6$cluster)","k_P6$cluster"
"129",356,12791,192.6,1,1,97,0,"2010-12-01","2010-12-01",192.6,97,1.98556701030928,0,0,0,0,0,0,177.6,1,0,0,0,0,0,0,0,0,0,0,0,"4","2","2",2
"130",357,12792,400.54,1,1,217,0,"2011-03-28","2011-03-28",400.54,217,1.8458064516129,52.2,1,30.45,1,48,1,114.65,1,13.5,1,0,0,55.74,1,30,1,0,0,0,"5","1","1",1
"131",360,12795,430.48,1,1,68,0,"2011-11-21","2011-11-21",430.48,68,6.33058823529412,140.25,1,27.48,1,0,0,130.95,1,19.8,1,0,0,0,0,0,0,0,0,0,"6","6","6",6
"132",361,12797,254.03,1,1,118,0,"2010-12-09","2010-12-09",254.03,118,2.15279661016949,25.08,1,0,0,121.15,1,34.8,1,0,0,0,0,15,1,30,1,0,0,0,"5","1","1",1
"133",363,12802,427.58,1,1,314,0,"2011-06-06","2011-06-06",427.58,314,1.36171974522293,112.9,1,19.8,1,109.2,1,0,0,130.48,1,0,0,25.2,1,0,0,0,0,0,"6","6","6",6
"134",365,12809,489.31,1,1,220,0,"2011-06-15","2011-06-15",489.31,220,2.22413636363636,257.85,1,0,0,67.36,1,80.1,1,0,0,0,0,0,0,0,0,0,0,0,"6","6","6",6
"135",367,12812,229.64,1,1,164,0,"2011-10-26","2011-10-26",229.64,164,1.40024390243902,162.64,1,0,0,35.4,1,31.6,1,0,0,0,0,0,0,0,0,0,0,0,"6","6","6",6
"136",368,12814,125.92,1,1,49,0,"2011-08-30","2011-08-30",125.92,49,2.56979591836735,0,0,85.92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4","2","2",2
"137",371,12817,166.04,1,1,53,0,"2011-03-03","2011-03-03",166.04,53,3.13283018867925,99,1,0,0,0,0,0,0,27.04,1,0,0,0,0,0,0,0,0,0,"4","2","2",2
"138",372,12818,1542.08,1,1,929,0,"2011-03-23","2011-03-23",1542.08,929,1.65993541442411,473.6,1,0,0,604.8,1,0,0,0,0,0,0,103.68,1,0,0,0,0,0,"6","6","6",6
"139",374,12821,92.72,1,1,70,0,"2011-05-09","2011-05-09",92.72,70,1.32457142857143,0,0,0,0,17,1,75.72,1,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"140",377,12824,397.12,1,1,232,0,"2011-10-11","2011-10-11",397.12,232,1.71172413793103,27.3,1,149.44,1,5.04,1,160.5,1,0,0,22.5,1,32.34,1,0,0,0,0,1,"2","3","3",3
"141",383,12831,215.05,1,1,135,0,"2011-03-22","2011-03-22",215.05,135,1.59296296296296,0,0,64.8,1,30.6,1,58.5,1,15,1,25.5,1,20.65,1,0,0,0,0,1,"2","3","3",3
"142",385,12833,417.38,1,1,156,0,"2011-07-17","2011-07-17",417.38,156,2.67551282051282,45.4,1,43.6,1,18.6,1,163.92,1,46.84,1,51.9,1,47.12,1,0,0,0,0,1,"2","3","3",3
"143",386,12834,312.38,1,1,110,0,"2011-03-02","2011-03-02",312.38,110,2.83981818181818,15.9,1,0,0,15.9,1,236.98,1,19.8,1,0,0,23.8,1,0,0,0,0,1,"5","1","1",1
"144",388,12837,134.1,1,1,24,0,"2011-06-19","2011-06-19",134.1,24,5.5875,62.6,1,12.4,1,0,0,50.25,1,0,0,0,0,8.85,1,0,0,0,0,1,"6","6","6",6
"145",397,12847,871.54,1,1,909,0,"2011-11-17","2011-11-17",871.54,909,0.958789878987899,83.75,1,71.05,1,146.87,1,163.65,1,111.54,1,2.9,1,245.88,1,45.9,1,0,0,1,"2","3","3",3
"146",399,12851,135.18,1,1,109,0,"2011-09-04","2011-09-04",135.18,109,1.24018348623853,81.71,1,3.9,1,10.58,1,14.9,1,6.89,1,0,0,15.95,1,1.25,1,0,0,1,"5","1","1",1
"147",400,12852,311.55,1,1,149,0,"2011-02-18","2011-02-18",311.55,149,2.09093959731544,210.75,1,0,0,31.2,1,69.6,1,0,0,0,0,0,0,0,0,0,0,1,"6","6","6",6
"148",403,12855,38.1,1,1,30,0,"2010-12-02","2010-12-02",38.1,30,1.27,20.4,1,0,0,17.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"149",406,12863,521.2,1,1,188,0,"2011-10-18","2011-10-18",521.2,188,2.77234042553192,449.2,1,0,0,0,0,72,1,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"150",407,12864,147.12,1,1,216,0,"2011-07-24","2011-07-24",147.12,216,0.681111111111111,0,0,0,0,129.72,1,17.4,1,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"151",409,12866,559.12,1,1,171,0,"2011-03-01","2011-03-01",559.12,171,3.26970760233918,330.22,1,39.8,1,19.8,1,46.8,1,44.8,1,0,0,17.7,1,0,0,0,0,0,"6","1","1",1
"152",414,12873,374,1,1,128,0,"2011-03-02","2011-03-02",374,128,2.921875,0,0,0,0,0,0,204,1,68,1,0,0,102,1,0,0,0,0,1,"4","6","6",6
"153",420,12881,298,1,1,21,0,"2011-03-09","2011-03-09",298,21,14.1904761904762,83.2,1,0,0,0,0,195,1,19.8,1,0,0,0,0,0,0,0,0,1,"4","6","6",6
"154",423,12884,309.05,1,1,43,0,"2011-09-12","2011-09-12",309.05,43,7.18720930232558,0,0,0,0,0,0,246.65,1,62.4,1,0,0,0,0,0,0,0,0,1,"4","2","2",2
"155",427,12890,380.47,1,1,259,0,"2011-11-15","2011-11-15",380.47,259,1.46899613899614,58.18,1,93.73,1,13.49,1,93.66,1,10.39,1,0,0,94.32,1,16.7,1,0,0,1,"5","1","1",1
"156",429,12893,188.14,1,1,96,0,"2011-11-09","2011-11-09",188.14,96,1.95979166666667,67.95,1,4.95,1,24.9,1,67.78,1,4.16,1,0,0,17.15,1,1.25,1,0,0,1,"5","1","1",1
"157",433,12902,138.68,1,1,66,0,"2011-03-20","2011-03-20",138.68,66,2.10121212121212,48.9,1,15,1,0,0,64.7,1,0,0,0,0,10.08,1,0,0,0,0,1,"6","6","6",6
"158",443,12917,594,1,1,120,0,"2011-08-03","2011-08-03",594,120,4.95,0,0,0,0,0,0,594,1,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"159",445,12920,164.23,1,1,129,0,"2011-11-22","2011-11-22",164.23,129,1.2731007751938,33.05,1,0,0,13.6,1,27.05,1,14.04,1,9.9,1,28.94,1,37.65,1,0,0,1,"5","1","1",1
"160",447,12922,405.38,1,1,370,0,"2011-07-01","2011-07-01",405.38,370,1.09562162162162,94.2,1,0,0,64.08,1,98.45,1,10.2,1,0,0,123.45,1,15,1,0,0,1,"5","1","1",1
"161",448,12923,176.97,1,1,69,0,"2011-10-06","2011-10-06",176.97,69,2.56478260869565,128.23,1,0,0,0,0,41.65,1,0,0,0,0,7.09,1,0,0,0,0,1,"6","6","6",6
"162",452,12929,117.85,1,1,37,0,"2011-02-01","2011-02-01",117.85,37,3.18513513513514,53.2,1,0,0,17.85,1,31.95,1,0,0,0,0,14.85,1,0,0,0,0,1,"6","6","6",6
"163",459,12938,114.14,1,1,140,0,"2011-11-14","2011-11-14",114.14,140,0.815285714285714,0,0,17.7,1,0,0,72.96,1,23.48,1,0,0,0,0,0,0,0,0,1,"4","2","2",2
"164",464,12945,462.95,1,1,165,0,"2011-02-24","2011-02-24",462.95,165,2.80575757575757,157.65,1,17.7,1,0,0,107.3,1,114,1,0,0,66.3,1,0,0,0,0,1,"6","6","6",6
"165",471,12953,329.85,1,1,84,0,"2011-11-30","2011-11-30",329.85,84,3.92678571428571,0,0,122.1,1,54.15,1,108.7,1,0,0,29.9,1,0,0,15,1,0,0,1,"2","3","3",3
"166",473,12956,108.07,1,1,34,0,"2011-02-06","2011-02-06",108.07,34,3.17852941176471,30,1,6.7,1,2.5,1,26.65,1,18.47,1,0,0,23.75,1,0,0,0,0,1,"6","1","1",1
"167",477,12965,771.91,1,1,283,0,"2011-09-11","2011-09-11",771.91,283,2.72759717314488,166.4,1,32.9,1,66.28,1,255.55,1,58.88,1,51.9,1,121.25,1,18.75,1,0,0,1,"2","3","3",3
"168",478,12966,160.18,1,1,75,0,"2011-11-30","2011-11-30",160.18,75,2.13573333333333,0,0,84.6,1,41.98,1,0,0,18.6,1,0,0,0,0,15,1,0,0,1,"5","1","1",1
"169",480,12968,135.95,1,1,73,0,"2011-08-19","2011-08-19",135.95,73,1.86232876712329,0,0,0,0,61.2,1,39.95,1,0,0,0,0,34.8,1,0,0,0,0,1,"6","6","6",6
"170",483,12974,144.8,1,1,24,0,"2011-05-26","2011-05-26",144.8,24,6.03333333333333,19.95,1,0,0,15.9,1,85.35,1,0,0,0,0,23.6,1,0,0,0,0,1,"6","6","6",6
"171",484,12976,738.6,1,1,561,0,"2011-05-12","2011-05-12",738.6,561,1.31657754010695,0,0,0,0,62.4,1,0,0,586.8,1,0,0,89.4,1,0,0,0,0,1,"4","6","6",6
"172",485,12977,39.24,1,1,12,0,"2011-07-06","2011-07-06",39.24,12,3.27,10.84,1,0,0,0,0,0,0,6.45,1,21.95,1,0,0,0,0,0,0,1,"4","2","2",2
"173",488,12982,390.54,1,1,288,0,"2011-04-11","2011-04-11",390.54,288,1.35604166666667,133.36,1,53,1,48.45,1,29.49,1,31.5,1,15,1,64.74,1,15,1,0,0,1,"2","3","3",3
"174",489,12984,97.5,1,1,26,0,"2011-11-21","2011-11-21",97.5,26,3.75,0,0,0,0,0,0,0,0,60,1,0,0,37.5,1,0,0,0,0,1,"4","2","2",2
"175",492,12988,535.32,1,1,136,0,"2011-02-20","2011-02-20",535.32,136,3.93617647058823,33.65,1,18.95,1,9.45,1,129.2,1,294.87,1,16.1,1,12.9,1,20.2,1,0,0,1,"2","3","3",3
"176",498,12995,211.32,1,1,108,0,"2011-09-15","2011-09-15",211.32,108,1.95666666666667,76.32,1,0,0,135,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"177",503,13002,120.95,1,1,73,0,"2011-01-25","2011-01-25",120.95,73,1.65684931506849,39.95,1,26.1,1,0,0,54.9,1,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"178",507,13006,81.57,1,1,55,0,"2011-10-14","2011-10-14",81.57,55,1.48309090909091,38.25,1,0,0,0,0,43.32,1,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"179",508,13008,229.47,1,1,175,0,"2011-01-20","2011-01-20",229.47,175,1.31125714285714,19.8,1,47.85,1,44.22,1,64.8,1,52.8,1,0,0,0,0,0,0,0,0,1,"6","6","6",6
"180",509,13011,50.55,1,1,13,0,"2010-12-02","2010-12-02",50.55,13,3.88846153846154,0,0,0,0,17.85,1,32.7,1,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"181",515,13017,204,1,1,48,0,"2011-12-02","2011-12-02",204,48,4.25,0,0,0,0,204,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"182",525,13033,190.55,1,1,83,0,"2010-12-17","2010-12-17",190.55,83,2.29578313253012,34.7,1,0,0,17.85,1,0,0,117,1,0,0,0,0,21,1,0,0,1,"5","1","1",1
"183",531,13043,516.42,1,1,254,0,"2011-03-11","2011-03-11",516.42,254,2.03314960629921,414.92,1,0,0,17.7,1,83.8,1,0,0,0,0,0,0,0,0,0,0,1,"6","6","6",6
"184",532,13044,560.47,1,1,429,0,"2011-02-21","2011-02-21",560.47,429,1.30645687645688,36.8,1,0,0,77.8,1,167.25,1,0,0,31.2,1,217.42,1,30,1,0,0,1,"5","1","1",1
"185",533,13045,305.28,1,1,221,0,"2011-09-01","2011-09-01",305.28,221,1.38135746606335,98.44,1,50.1,1,0,0,17.4,1,104,1,0,0,35.34,1,0,0,0,0,1,"6","6","6",6
"186",539,13052,348.15,1,1,222,0,"2011-05-11","2011-05-11",348.15,222,1.56824324324324,31.3,1,67.85,1,15.9,1,218.1,1,0,0,0,0,15,1,0,0,0,0,1,"6","6","6",6
"187",542,13059,183.4,1,1,35,0,"2011-04-04","2011-04-04",183.4,35,5.24,164.05,1,10.85,1,0,0,8.5,1,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"188",543,13060,307.53,1,1,123,0,"2011-03-31","2011-03-31",307.53,123,2.50024390243902,34.2,1,80.4,1,52.08,1,140.85,1,0,0,0,0,0,0,0,0,0,0,1,"6","6","6",6
"189",544,13061,248.61,1,1,107,0,"2011-09-28","2011-09-28",248.61,107,2.32345794392523,0,0,132.15,1,0,0,83.46,1,33,1,0,0,0,0,0,0,0,0,1,"4","2","2",2
"190",545,13062,346.98,1,1,343,0,"2011-06-01","2011-06-01",346.98,343,1.01160349854227,182.6,1,0,0,0,0,69.1,1,60.48,1,0,0,19.8,1,0,0,0,0,1,"6","6","6",6
"191",547,13065,205.86,1,1,74,0,"2010-12-01","2010-12-01",205.86,74,2.78189189189189,25.75,1,48.1,1,34.75,1,54.71,1,0,0,15.9,1,26.65,1,0,0,0,0,1,"2","3","3",3
"192",549,13067,115.46,1,1,32,0,"2011-09-18","2011-09-18",115.46,32,3.608125,9.9,1,16,1,30.89,1,50.35,1,8.32,1,0,0,0,0,0,0,0,0,1,"6","6","6",6
"193",552,13070,228.8,1,1,110,0,"2011-05-31","2011-05-31",228.8,110,2.08,0,0,0,0,0,0,0,0,208,1,0,0,0,0,20.8,1,0,0,1,"4","2","2",2
"194",553,13072,177.15,1,1,69,0,"2011-03-18","2011-03-18",177.15,69,2.56739130434783,141.75,1,0,0,0,0,0,0,0,0,0,0,35.4,1,0,0,0,0,1,"4","2","2",2
"195",554,13075,919.61,1,1,485,0,"2011-08-02","2011-08-02",919.61,485,1.8961030927835,286.25,1,39.6,1,0,0,397.48,1,166.4,1,0,0,29.88,1,0,0,0,0,1,"6","6","6",6
"196",558,13080,58.08,1,1,120,0,"2011-06-13","2011-06-13",58.08,120,0.484,13.2,1,17.4,1,10.32,1,0,0,0,0,0,0,17.16,1,0,0,0,0,1,"6","6","6",6
"197",565,13091,345.82,1,1,466,0,"2011-11-11","2011-11-11",345.82,466,0.742103004291846,111.72,1,0,0,0,0,91.92,1,46.6,1,15.6,1,46.26,1,33.72,1,0,0,1,"2","1","1",1
"198",569,13095,74.4,1,1,144,0,"2011-09-30","2011-09-30",74.4,144,0.516666666666667,0,0,0,0,28.08,1,32.4,1,0,0,0,0,0,0,13.92,1,0,0,1,"4","6","6",6
"199",572,13099,207.36,1,1,288,0,"2011-09-01","2011-09-01",207.36,288,0.72,0,0,0,0,0,0,207.36,1,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"200",573,13101,101.19,1,1,113,0,"2011-04-19","2011-04-19",101.19,113,0.895486725663717,45.99,1,19.85,1,16.8,1,18.55,1,0,0,0,0,0,0,0,0,0,0,1,"6","6","6",6
"201",575,13103,243.94,1,1,82,0,"2011-10-31","2011-10-31",243.94,82,2.97487804878049,0,0,151.8,1,0,0,41.7,1,27.04,1,0,0,23.4,1,0,0,0,0,1,"6","6","6",6
"202",577,13106,76.5,1,1,18,0,"2011-07-29","2011-07-29",76.5,18,4.25,0,0,0,0,0,0,0,0,0,0,0,0,76.5,1,0,0,0,0,1,"4","2","2",2
"203",579,13108,350.06,1,1,298,0,"2010-12-02","2010-12-02",350.06,298,1.17469798657718,0,0,0,0,102,1,54.6,1,0,0,0,0,107.66,1,85.8,1,0,0,1,"5","1","1",1
"204",584,13116,501.14,1,1,291,0,"2011-07-24","2011-07-24",501.14,291,1.72213058419244,99.97,1,72.3,1,31.8,1,125.59,1,30,1,25.5,1,80.28,1,35.7,1,0,0,1,"2","3","3",3
"205",587,13120,30.6,1,1,12,0,"2011-04-15","2011-04-15",30.6,12,2.55,0,0,0,0,0,0,30.6,1,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"206",588,13121,283.73,1,1,252,0,"2011-03-15","2011-03-15",283.73,252,1.1259126984127,66.93,1,16.45,1,21.18,1,86,1,32.2,1,8.25,1,52.72,1,0,0,0,0,1,"2","3","3",3
"207",592,13127,259.17,1,1,127,0,"2011-09-23","2011-09-23",259.17,127,2.04070866141732,47.04,1,0,0,10.2,1,118.38,1,67.2,1,0,0,16.35,1,0,0,0,0,1,"5","1","1",1
"208",593,13130,64,1,1,32,0,"2011-09-06","2011-09-06",64,32,2,0,0,0,0,39,1,0,0,25,1,0,0,0,0,0,0,0,0,1,"4","2","2",2
"209",595,13132,77.3,1,1,20,0,"2011-03-23","2011-03-23",77.3,20,3.865,0,0,0,0,0,0,77.3,1,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"210",598,13135,3096,1,1,4300,0,"2011-05-27","2011-05-27",3096,4300,0.72,0,0,0,0,0,0,3096,1,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"211",605,13142,307.09,1,1,258,0,"2011-11-20","2011-11-20",307.09,258,1.19027131782946,38.18,1,0,0,42.5,1,64.9,1,20.8,1,0,0,140.71,1,0,0,0,0,1,"5","1","1",1
"212",606,13144,110.95,1,1,21,0,"2011-01-11","2011-01-11",110.95,21,5.28333333333333,110.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"213",608,13146,228.91,1,1,154,0,"2011-11-13","2011-11-13",228.91,154,1.48642857142857,6,1,108.5,1,9.75,1,48.75,1,0,0,0,0,55.91,1,0,0,0,0,1,"6","6","6",6
"214",612,13151,1257.87,1,1,363,0,"2011-02-17","2011-02-17",1257.87,363,3.46520661157025,133.95,1,105.05,1,43,1,520.96,1,24.96,1,250.7,1,120.05,1,59.2,1,0,0,1,"2","3","3",3
"215",613,13153,486.22,1,1,418,0,"2011-12-04","2011-12-04",486.22,418,1.16320574162679,182.58,1,0,0,0,0,289.6,1,14.04,1,0,0,0,0,0,0,0,0,1,"4","6","6",6
"216",618,13160,91.8,1,1,56,0,"2011-11-17","2011-11-17",91.8,56,1.63928571428571,0,0,15.9,1,0,0,15,1,0,0,60.9,1,0,0,0,0,0,0,1,"4","2","2",2
"217",619,13161,112.75,1,1,29,0,"2011-01-30","2011-01-30",112.75,29,3.88793103448276,0,0,35.75,1,0,0,68.5,1,0,0,8.5,1,0,0,0,0,0,0,1,"4","2","2",2
"218",622,13166,417.2,1,1,216,0,"2011-03-01","2011-03-01",417.2,216,1.93148148148148,84.45,1,64.6,1,15.2,1,211.35,1,0,0,11.25,1,30.35,1,0,0,0,0,1,"2","3","3",3
"219",626,13170,116.01,1,1,147,0,"2011-11-13","2011-11-13",116.01,147,0.789183673469388,11.7,1,12.4,1,7.65,1,8.43,1,0.85,1,0,0,62.38,1,12.6,1,0,0,1,"5","1","1",1
"220",630,13176,492.84,1,1,453,0,"2011-10-24","2011-10-24",492.84,453,1.08794701986755,49.79,1,86.5,1,106.66,1,81.28,1,117.52,1,7.5,1,16.19,1,27.4,1,0,0,1,"2","3","3",3
"221",631,13177,282.45,1,1,91,0,"2011-10-06","2011-10-06",282.45,91,3.10384615384615,0,0,0,0,37.35,1,15,1,30,1,0,0,200.1,1,0,0,0,0,1,"5","6","6",6
"222",633,13182,121.18,1,1,201,0,"2011-10-25","2011-10-25",121.18,201,0.602885572139303,0,0,45,1,0,0,13.6,1,0,0,0,0,62.58,1,0,0,0,0,1,"4","2","2",2
"223",636,13185,71.4,1,1,12,0,"2011-03-17","2011-03-17",71.4,12,5.95,71.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"224",638,13187,236.02,1,1,95,0,"2011-01-06","2011-01-06",236.02,95,2.48442105263158,35.65,1,52.5,1,13.12,1,57,1,0,0,62.45,1,15.3,1,0,0,0,0,1,"2","3","3",3
"225",639,13188,114.6,1,1,25,0,"2011-11-28","2011-11-28",114.6,25,4.584,0,0,99.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"226",642,13193,117.88,1,1,50,0,"2011-10-09","2011-10-09",117.88,50,2.3576,0,0,0,0,20.7,1,53.28,1,0,0,26.15,1,17.75,1,0,0,0,0,1,"6","6","6",6
"227",643,13194,60.7,1,1,26,0,"2011-07-27","2011-07-27",60.7,26,2.33461538461538,0,0,34,1,0,0,9,1,0,0,0,0,17.7,1,0,0,0,0,1,"4","2","2",2
"228",652,13210,353.48,1,1,316,0,"2011-09-07","2011-09-07",353.48,316,1.11860759493671,102,1,67.1,1,12.5,1,129.14,1,30.24,1,0,0,12.5,1,0,0,0,0,1,"6","1","1",1
"229",656,13216,333.74,1,1,297,0,"2011-03-17","2011-03-17",333.74,297,1.1237037037037,0,0,0,0,138.24,1,0,0,10.5,1,0,0,0,0,185,1,0,0,1,"4","2","2",2
"230",658,13218,62.64,1,1,88,0,"2011-08-04","2011-08-04",62.64,88,0.711818181818182,0,0,19.8,1,6.96,1,0,0,15,1,15,1,5.88,1,0,0,0,0,1,"2","3","3",3
"231",664,13226,108.21,1,1,80,0,"2011-03-11","2011-03-11",108.21,80,1.352625,0,0,25.2,1,20.21,1,34.95,1,0,0,0,0,15.1,1,12.75,1,0,0,1,"5","1","1",1
"232",665,13227,257.7,1,1,99,0,"2011-05-22","2011-05-22",257.7,99,2.6030303030303,61.2,1,0,0,0,0,67.5,1,108,1,0,0,0,0,21,1,0,0,1,"6","6","6",6
"233",666,13228,358,1,1,200,0,"2011-09-19","2011-09-19",358,200,1.79,0,0,0,0,0,0,0,0,358,1,0,0,0,0,0,0,0,0,1,"4","2","2",2
"234",667,13229,160.95,1,1,63,0,"2011-04-28","2011-04-28",160.95,63,2.5547619047619,110.7,1,30.75,1,19.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"235",671,13235,1031.07,1,1,441,0,"2011-05-11","2011-05-11",1031.07,441,2.33802721088435,402.58,1,0,0,5.95,1,215.19,1,258.85,1,118.8,1,29.7,1,0,0,0,0,1,"6","1","1",1
"236",674,13239,329.56,1,1,327,36,"2011-03-23","2011-03-23",329.56,327,1.00782874617737,285.58,1,0,0,33.48,1,0,0,10.5,1,0,0,0,0,0,0,0,0,1,"4","6","6",6
"237",677,13243,600.07,1,1,233,0,"2011-05-20","2011-05-20",600.07,233,2.57540772532189,388.25,1,13.95,1,0,0,65.79,1,24.96,1,0,0,87.97,1,19.15,1,0,0,1,"5","1","1",1
"238",678,13244,121.74,1,1,38,0,"2011-09-08","2011-09-08",121.74,38,3.20368421052632,83.34,1,0,0,1.7,1,11.4,1,8.5,1,4.95,1,11.85,1,0,0,0,0,1,"6","1","1",1
"239",679,13245,430.5,1,1,125,0,"2011-10-20","2011-10-20",430.5,125,3.444,169.65,1,30.3,1,0,0,210.65,1,0,0,19.9,1,0,0,0,0,0,0,1,"6","2","2",2
"240",686,13256,0,1,1,0,12540,"2011-11-25","2011-11-25",0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"241",688,13259,292.32,1,1,132,0,"2011-10-09","2011-10-09",292.32,132,2.21454545454545,122.25,1,21.85,1,39.25,1,67.07,1,11.86,1,0,0,15.04,1,15,1,0,0,1,"5","1","1",1
"242",689,13260,557.62,1,1,142,0,"2011-10-09","2011-10-09",557.62,142,3.9269014084507,557.62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"243",691,13262,200.29,1,1,125,0,"2011-03-21","2011-03-21",200.29,125,1.60232,27.9,1,0,0,60.87,1,51,1,13.52,1,17,1,0,0,30,1,0,0,1,"5","1","1",1
"244",698,13270,590,1,1,200,0,"2010-12-08","2010-12-08",590,200,2.95,0,0,0,0,590,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"245",699,13271,217.38,1,1,253,0,"2011-11-02","2011-11-02",217.38,253,0.859209486166008,32.88,1,6.91,1,33.18,1,115.37,1,2.66,1,3.88,1,22.5,1,0,0,0,0,1,"2","3","3",3
"246",701,13273,138.98,1,1,153,0,"2011-08-18","2011-08-18",138.98,153,0.908366013071895,0,0,0,0,5.1,1,77.38,1,10.44,1,0,0,46.06,1,0,0,0,0,1,"5","6","6",6
"247",704,13278,542.73,1,1,537,0,"2011-10-30","2011-10-30",542.73,537,1.01067039106145,119.77,1,0,0,89.15,1,73.24,1,204.78,1,0,0,52.84,1,2.95,1,0,0,1,"5","1","1",1
"248",705,13279,137.75,1,1,73,0,"2011-09-22","2011-09-22",137.75,73,1.88698630136986,101.04,1,0,0,9.36,1,0,0,14.85,1,0,0,12.5,1,0,0,0,0,1,"5","6","6",6
"249",709,13284,201.19,1,1,91,0,"2011-01-13","2011-01-13",201.19,91,2.21087912087912,118.3,1,0,0,0,0,17.85,1,60,1,0,0,5.04,1,0,0,0,0,1,"6","6","6",6
"250",711,13291,361.11,1,1,233,0,"2011-07-07","2011-07-07",361.11,233,1.54982832618026,107.57,1,0,0,11.9,1,100.44,1,110.29,1,7.5,1,17.46,1,5.95,1,0,0,1,"5","1","1",1
"251",714,13295,201.2,1,1,82,0,"2010-12-15","2010-12-15",201.2,82,2.45365853658537,17,1,107.7,1,0,0,76.5,1,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"252",715,13296,87.4,1,1,78,0,"2011-07-25","2011-07-25",87.4,78,1.12051282051282,17.4,1,0,0,34,1,0,0,0,0,0,0,36,1,0,0,0,0,1,"4","6","6",6
"253",717,13298,360,1,1,96,0,"2011-12-08","2011-12-08",360,96,3.75,0,0,0,0,360,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"254",718,13299,142.5,1,1,30,0,"2011-03-16","2011-03-16",142.5,30,4.75,95.1,1,0,0,0,0,0,0,0,0,0,0,47.4,1,0,0,0,0,1,"4","2","2",2
"255",719,13300,371.89,1,1,203,0,"2011-06-23","2011-06-23",371.89,203,1.83197044334975,74.25,1,53,1,111.3,1,36,1,74.6,1,0,0,22.74,1,0,0,0,0,1,"6","1","1",1
"256",721,13302,63.75,1,1,5,0,"2011-07-07","2011-07-07",63.75,5,12.75,63.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"257",722,13304,300.42,1,1,238,0,"2010-12-23","2010-12-23",300.42,238,1.26226890756303,51,1,13.95,1,123.38,1,30.85,1,81.24,1,0,0,0,0,0,0,0,0,1,"6","6","6",6
"258",724,13307,15,1,1,4,0,"2011-08-11","2011-08-11",15,4,3.75,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"4","2","2",2
"259",737,13322,199.48,1,1,117,0,"2011-11-22","2011-11-22",199.48,117,1.70495726495727,19.2,1,0,0,37.5,1,134.78,1,2.1,1,0,0,0,0,5.9,1,0,0,1,"5","1","1",1
"260",740,13325,675.3,1,1,240,0,"2011-09-19","2011-09-19",675.3,240,2.81375,0,0,382,1,0,0,102,1,16.5,1,0,0,174.8,1,0,0,0,0,1,"6","6","6",6
"261",742,13328,1308.48,1,1,680,0,"2011-01-27","2011-01-27",1308.48,680,1.92423529411765,1053.6,1,0,0,0,0,60,1,145.2,1,0,0,49.68,1,0,0,0,0,1,"6","6","6",6
"262",745,13332,350.9,1,1,179,0,"2011-11-25","2011-11-25",350.9,179,1.96033519553073,50.1,1,0,0,66.85,1,60.75,1,64.32,1,41,1,67.88,1,0,0,0,0,1,"6","1","1",1
